37040584	1612062976048	{"acc":1,"vals":[84.35032,-14.02755,3.870283]}
37040589	1612062976054	{"acc":1,"vals":[84.35032,-14.02755,3.870283]}
37040594	1612062976059	{"acc":1,"vals":[84.35032,-14.02755,3.870283]}
37040599	1612062976063	{"acc":1,"vals":[84.35032,-14.02755,3.870283]}
37040605	1612062976069	{"acc":1,"vals":[84.35032,-14.02755,3.870283]}
37040610	1612062976074	{"acc":1,"vals":[84.35032,-14.02755,3.870283]}
37040615	1612062976079	{"acc":1,"vals":[84.35032,-14.02755,3.870283]}
37040620	1612062976085	{"acc":1,"vals":[84.35032,-14.02755,3.870283]}
37040625	1612062976090	{"acc":1,"vals":[84.35032,-14.02755,3.870283]}
37040630	1612062976095	{"acc":1,"vals":[85.90153,-14.02755,3.870283]}
37040635	1612062976100	{"acc":1,"vals":[87.63882,-14.02755,3.870283]}
37040641	1612062976105	{"acc":1,"vals":[89.96099,-14.02755,3.870283]}
37040646	1612062976110	{"acc":1,"vals":[93.80053,-14.02755,3.870283]}
37040651	1612062976116	{"acc":1,"vals":[101.740456,-14.02755,3.870283]}
37040656	1612062976121	{"acc":1,"vals":[114.67997,-14.02755,3.870283]}
37040661	1612062976125	{"acc":1,"vals":[128.28967,-14.02755,3.870283]}
37040666	1612062976130	{"acc":1,"vals":[137.33934,-14.02755,3.870283]}
37040671	1612062976135	{"acc":1,"vals":[150.08252,-14.02755,3.870283]}
37040676	1612062976140	{"acc":1,"vals":[166.47966,-14.02755,3.870283]}
37040682	1612062976147	{"acc":1,"vals":[178.3706,-14.02755,3.870283]}
37040687	1612062976152	{"acc":1,"vals":[187.09827,-14.02755,3.870283]}
37040692	1612062976156	{"acc":1,"vals":[199.55411,-14.02755,3.870283]}
37040697	1612062976161	{"acc":1,"vals":[210.87787,-14.02755,3.870283]}
37040702	1612062976167	{"acc":1,"vals":[217.9349,-14.02755,3.870283]}
37040707	1612062976172	{"acc":1,"vals":[221.73077,-14.02755,3.870283]}
37040712	1612062976177	{"acc":1,"vals":[223.83192,-14.02755,3.870283]}
37040718	1612062976183	{"acc":1,"vals":[225.09227,-14.02755,3.870283]}
37040723	1612062976187	{"acc":1,"vals":[225.09227,-14.02755,3.870283]}
37040728	1612062976192	{"acc":1,"vals":[226.74998,-14.02755,3.870283]}
37040733	1612062976198	{"acc":1,"vals":[226.74998,-14.02755,3.870283]}
37040738	1612062976203	{"acc":1,"vals":[227.82773,-14.02755,3.870283]}
37040743	1612062976208	{"acc":1,"vals":[227.82773,-14.02755,3.870283]}
37040748	1612062976212	{"acc":1,"vals":[227.82773,-14.02755,3.870283]}
37040753	1612062976217	{"acc":1,"vals":[227.82773,-14.02755,3.870283]}
37040759	1612062976223	{"acc":1,"vals":[228.92715,-14.02755,3.870283]}
37040764	1612062976228	{"acc":1,"vals":[228.92715,-14.02755,3.870283]}
37040769	1612062976233	{"acc":1,"vals":[228.92715,-14.02755,3.870283]}
37040774	1612062976239	{"acc":1,"vals":[228.92715,-12.582363,2.619364]}
37040779	1612062976244	{"acc":1,"vals":[228.92715,-12.582363,2.619364]}
37040784	1612062976249	{"acc":1,"vals":[228.92715,-12.582363,2.619364]}
37040789	1612062976254	{"acc":1,"vals":[228.92715,-12.582363,2.619364]}
37040795	1612062976259	{"acc":1,"vals":[228.92715,-13.802865,1.569167]}
37040800	1612062976264	{"acc":1,"vals":[228.92715,-13.802865,1.569167]}
37040805	1612062976269	{"acc":1,"vals":[228.92715,-13.802865,1.569167]}
37040810	1612062976274	{"acc":1,"vals":[228.92715,-13.802865,1.569167]}
37040815	1612062976279	{"acc":1,"vals":[227.75754,-18.756886,2.230257]}
37040820	1612062976284	{"acc":1,"vals":[226.6165,-18.756886,2.230257]}
37040825	1612062976289	{"acc":1,"vals":[225.33463,-18.756886,2.230257]}
37040830	1612062976294	{"acc":1,"vals":[223.88567,-18.756886,2.230257]}
37040836	1612062976300	{"acc":1,"vals":[221.9301,-21.82158,2.232791]}
37040841	1612062976305	{"acc":1,"vals":[219.33931,-21.82158,2.232791]}
37040846	1612062976310	{"acc":1,"vals":[216.02003,-21.82158,2.232791]}
37040851	1612062976315	{"acc":1,"vals":[211.9322,-21.82158,2.232791]}
37040856	1612062976320	{"acc":1,"vals":[207.40776,-21.860928,-0.803438]}
37040861	1612062976325	{"acc":1,"vals":[203.00291,-21.860928,-0.803438]}
37040866	1612062976331	{"acc":1,"vals":[198.9329,-19.526474,-1.949672]}
37040872	1612062976336	{"acc":1,"vals":[195.32243,-19.526474,-1.949672]}
37040877	1612062976342	{"acc":1,"vals":[192.22125,-19.526474,-1.949672]}
37040882	1612062976346	{"acc":1,"vals":[189.618,-19.526474,-1.949672]}
